files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.08 s (1265.2 files/s, 117295.2 lines/s)"
33,JavaScript,540,180,2336
26,JSON,0,0,2180
37,TypeScript,723,1808,1133
96,SUM,1263,1988,5649
