files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.10 s (787.1 files/s, 407213.7 lines/s)"
19,JSON,0,0,30825
55,JavaScript,935,432,7627
3,TypeScript,1,0,19
77,SUM,936,432,38471
