files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.07 s (318.2 files/s, 443450.3 lines/s)"
6,JSON,0,0,29512
17,JavaScript,390,354,1801
23,SUM,390,354,31313
