files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.90 s (150.3 files/s, 64568.8 lines/s)"
4,JSON,0,0,36345
131,JavaScript,2489,946,18222
135,SUM,2489,946,54567
