files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=18.96 s (613.7 files/s, 85621.6 lines/s)"
9949,JavaScript,168012,176318,1058657
1180,JSON,280,0,107548
506,TypeScript,4161,56336,51906
11635,SUM,172453,232654,1218111
