files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.01 s (296.2 files/s, 154746.8 lines/s)"
2,JSON,0,0,1903
2,JavaScript,35,1,151
4,SUM,35,1,2054
