files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.09 s (449.9 files/s, 132724.2 lines/s)"
9,JSON,0,0,8211
33,JavaScript,763,148,3267
42,SUM,763,148,11478
