files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.08 s (455.4 files/s, 228960.5 lines/s)"
34,JavaScript,267,269,17398
2,JSON,0,0,166
36,SUM,267,269,17564
