files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.54 s (939.6 files/s, 154280.8 lines/s)"
4,JSON,0,0,63805
506,JavaScript,2056,1235,16643
510,SUM,2056,1235,80448
