files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.17 s (929.3 files/s, 284954.7 lines/s)"
6,JSON,0,0,37913
152,JavaScript,1491,79,8967
158,SUM,1491,79,46880
