files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.02 s (1064.1 files/s, 124249.0 lines/s)"
18,JavaScript,427,549,1946
8,JSON,0,0,114
26,SUM,427,549,2060
