files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.61 s (381.7 files/s, 58378.1 lines/s)"
110,JSON,19,0,22199
122,JavaScript,1781,1793,9693
232,SUM,1800,1793,31892
