language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=3.69 s (769.3 files/s, 176336.9 lines/s)"
JavaScript,Book/node_modules/pdfmake/build/pdfmake.js,14140,8781,56566
JavaScript,Book/node_modules/prettier/index.js,85,1967,37137
JavaScript,Book/node_modules/@foliojs-fork/fontkit/index.es5.js,2304,1431,29885
JavaScript,Book/node_modules/@foliojs-fork/fontkit/index.js,2182,1432,27783
JavaScript,Book/node_modules/ast-transform/node_modules/esprima/test/test.js,675,110,19453
JavaScript,Book/node_modules/prettier/cli.js,87,1441,10744
JavaScript,Book/node_modules/brotli/dec/dictionary-data.js,6,13,9450
JavaScript,Book/node_modules/prettier/third-party.js,2,1268,7708
JavaScript,Book/node_modules/es5-ext/string/#/normalize/_data.js,2,1,6985
JavaScript,Book/node_modules/esprima/dist/esprima.js,62,292,6355
JavaScript,Book/node_modules/ajv/dist/ajv.bundle.js,520,522,6147
JavaScript,Book/node_modules/@foliojs-fork/pdfkit/js/pdfkit.es5.js,1193,327,5611
JavaScript,Book/node_modules/@foliojs-fork/pdfkit/js/pdfkit.js,1246,360,4836
JavaScript,Book/node_modules/@foliojs-fork/pdfkit/js/pdfkit.esnext.js,1258,360,4809
JavaScript,Book/node_modules/acorn/dist/acorn.js,675,785,4159
JavaScript,Book/node_modules/static-module/bench/input.js,615,581,4140
JavaScript,Book/node_modules/acorn/dist/acorn.mjs,672,785,4131
JavaScript,Book/node_modules/acorn-node/node_modules/acorn/dist/acorn.js,630,708,3848
JavaScript,Book/node_modules/acorn-node/node_modules/acorn/dist/acorn.mjs,627,708,3820
JavaScript,Book/node_modules/pako/dist/pako.js,871,1935,3800
JavaScript,Book/node_modules/esquery/dist/esquery.js,811,195,3795
JavaScript,Book/node_modules/esquery/dist/esquery.esm.js,809,195,3789
JavaScript,Book/node_modules/crypto-js/crypto-js.js,788,2154,3249
JavaScript,Book/node_modules/esquery/dist/esquery.lite.js,656,147,3192
JavaScript,Book/node_modules/ast-transform/node_modules/esprima/esprima.js,641,159,3108
JavaScript,Book/node_modules/js-yaml/dist/js-yaml.js,795,248,2831
JavaScript,Book/node_modules/js-yaml/dist/js-yaml.mjs,792,248,2811
JavaScript,Book/node_modules/argparse/argparse.js,466,613,2628
JavaScript,Book/node_modules/pdfmake/src/3rd-party/svg-to-pdfkit/source.js,39,2,2511
JavaScript,Book/node_modules/esquery/parser.js,274,6,2322
JavaScript,Book/node_modules/escodegen/escodegen.js,345,173,2108
JavaScript,Book/node_modules/regexpp/index.js,15,2,2079
JavaScript,Book/node_modules/regexpp/index.mjs,13,2,2072
JavaScript,Book/node_modules/pako/dist/pako_deflate.js,607,1213,2059
JavaScript,Book/node_modules/pako/dist/pako_inflate.js,342,791,1994
JavaScript,Book/node_modules/ast-transform/node_modules/escodegen/escodegen.js,226,112,1850
JavaScript,Book/node_modules/source-map/dist/source-map.debug.js,353,1063,1818
JavaScript,Book/node_modules/source-map/dist/source-map.js,364,1051,1818
JavaScript,Book/node_modules/merge-source-map/node_modules/source-map/dist/source-map.debug.js,338,998,1755
JavaScript,Book/node_modules/merge-source-map/node_modules/source-map/dist/source-map.js,349,986,1755
JavaScript,Book/node_modules/dfa/compile.js,310,76,1448
JavaScript,Book/node_modules/eslint-utils/index.js,179,329,1448
JavaScript,Book/node_modules/eslint-utils/index.mjs,176,329,1409
JavaScript,Book/node_modules/prettier/doc.js,1,1,1378
JavaScript,Book/node_modules/sax/lib/sax.js,129,63,1373
JavaScript,Book/node_modules/js-yaml/lib/loader.js,366,75,1286
JavaScript,Book/node_modules/eslint/lib/linter/linter.js,275,573,1156
JavaScript,Book/node_modules/pako/lib/zlib/inflate.js,109,324,1105
JavaScript,Book/node_modules/magic-string/dist/magic-string.umd.js,299,17,1063
JavaScript,Book/node_modules/eslint/lib/rules/indent.js,245,462,1057
JavaScript,Book/node_modules/pako/lib/zlib/deflate.js,253,547,1055
JavaScript,Book/node_modules/uri-js/dist/es5/uri.all.js,115,276,1052
JavaScript,Book/node_modules/magic-string/dist/magic-string.cjs.js,298,17,1004
JavaScript,Book/node_modules/magic-string/dist/magic-string.es.js,296,17,1002
JavaScript,Book/node_modules/eslint-plugin-import/node_modules/doctrine/lib/typed.js,168,141,996
JavaScript,Book/node_modules/functional-red-black-tree/rbtree.js,54,74,868
JavaScript,Book/node_modules/eslint/lib/rules/utils/ast-utils.js,215,840,867
JavaScript,Book/node_modules/eslint/lib/rules/no-extra-parens.js,190,252,793
JavaScript,Book/node_modules/lodash.merge/index.js,158,1029,790
JavaScript,Book/node_modules/eslint/lib/linter/code-path-analysis/code-path-state.js,223,492,768
JavaScript,Book/node_modules/brotli/dec/decode.js,129,50,759
JavaScript,Book/node_modules/eslint/lib/rules/indent-legacy.js,173,234,719
JavaScript,Book/node_modules/prelude-ls/lib/List.js,0,1,715
JavaScript,Book/node_modules/eslint-plugin-import/lib/rules/no-unused-modules.js,149,95,709
JavaScript,Book/node_modules/object.assign/dist/browser.js,120,45,700
JavaScript,Book/node_modules/js-yaml/lib/dumper.js,150,126,689
JavaScript,Book/node_modules/escodegen/node_modules/prelude-ls/lib/List.js,0,1,685
JavaScript,Book/node_modules/crypto-js/tripledes.js,41,56,682
