files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.24 s (1321.8 files/s, 199544.8 lines/s)"
239,JavaScript,4594,5583,22183
69,JSON,0,0,14523
5,TypeScript,24,155,189
313,SUM,4618,5738,36895
