language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=6.83 s (246.4 files/s, 52681.8 lines/s)"
JavaScript,next-react-server-components/node_modules/next/dist/compiled/webpack/bundle5.js,15516,24647,101893
JavaScript,next-react-server-components/node_modules/react-dom/umd/react-dom.development.js,5137,4117,20365
JavaScript,next-react-server-components/node_modules/react-dom/cjs/react-dom.development.js,5140,4119,20359
JavaScript,next-react-server-components/node_modules/next/node_modules/styled-jsx/dist/babel/index.js,3404,1425,17873
JavaScript,next-react-server-components/node_modules/react-dom/cjs/react-dom-server-legacy.node.development.js,1124,774,4870
JavaScript,next-react-server-components/node_modules/react-dom/cjs/react-dom-server-legacy.browser.development.js,1111,770,4827
JavaScript,next-react-server-components/node_modules/react-dom/umd/react-dom-server-legacy.browser.development.js,1109,770,4826
JavaScript,next-react-server-components/node_modules/react-dom/cjs/react-dom-server.node.development.js,1097,765,4763
JavaScript,next-react-server-components/node_modules/react-dom/cjs/react-dom-server.browser.development.js,1098,765,4751
JavaScript,next-react-server-components/node_modules/react-dom/umd/react-dom-server.browser.development.js,1096,765,4750
JavaScript,next-react-server-components/node_modules/next/node_modules/styled-jsx/dist/webpack/index.js,407,330,3458
JavaScript,next-react-server-components/node_modules/react/umd/react.development.js,559,553,2229
JavaScript,next-react-server-components/node_modules/react/cjs/react.development.js,445,497,1796
JavaScript,next-react-server-components/node_modules/next/dist/server/lib/squoosh/avif/avif_node_enc.js,1,1,1742
JavaScript,next-react-server-components/node_modules/next/dist/server/lib/squoosh/mozjpeg/mozjpeg_node_enc.js,1,1,1656
JavaScript,next-react-server-components/node_modules/next/dist/server/lib/squoosh/mozjpeg/mozjpeg_node_dec.js,1,1,1566
JavaScript,next-react-server-components/node_modules/next/dist/server/lib/squoosh/webp/webp_node_enc.js,1,1,1563
JavaScript,next-react-server-components/node_modules/next/dist/server/lib/squoosh/avif/avif_node_dec.js,1,1,1553
JavaScript,next-react-server-components/node_modules/next/dist/compiled/babel/bundle.js,188,178,1524
JavaScript,next-react-server-components/node_modules/next/dist/build/webpack-config.js,1,186,1470
JavaScript,next-react-server-components/node_modules/next/dist/server/lib/squoosh/webp/webp_node_dec.js,1,1,1415
JavaScript,next-react-server-components/node_modules/next/dist/server/render.js,1,86,1207
JavaScript,next-react-server-components/node_modules/next/dist/server/base-server.js,1,118,1141
JavaScript,next-react-server-components/node_modules/next/dist/shared/lib/router/router.js,1,176,1140
JavaScript,next-react-server-components/node_modules/react-dom/cjs/react-dom-test-utils.development.js,310,402,1029
JavaScript,next-react-server-components/node_modules/react-dom/umd/react-dom-test-utils.development.js,308,402,1027
JavaScript,next-react-server-components/node_modules/next/dist/server/next-server.js,1,45,879
JavaScript,next-react-server-components/node_modules/react/cjs/react-jsx-runtime.development.js,238,210,868
JavaScript,next-react-server-components/node_modules/react/cjs/react-jsx-dev-runtime.development.js,236,206,856
