files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.11 s (1083.9 files/s, 228782.0 lines/s)"
70,JSON,3,0,21238
49,JavaScript,491,99,3287
119,SUM,494,99,24525
