files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=3.97 s (816.3 files/s, 171888.9 lines/s)"
2845,JavaScript,75141,77636,498176
293,JSON,124,0,24159
103,TypeScript,1085,2574,3599
3241,SUM,76350,80210,525934
