language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=11.21 s (705.0 files/s, 104964.2 lines/s)"
JavaScript,contentful-cli/node_modules/prettier/index.js,85,1967,37137
JavaScript,contentful-cli/node_modules/moment/min/moment-with-locales.js,1134,541,16408
JavaScript,contentful-cli/node_modules/contentful-management/dist/contentful-management.legacy.js,3028,6144,14311
JavaScript,contentful-cli/node_modules/contentful-migration/node_modules/contentful-management/dist/contentful-management.legacy.js,3008,6128,14219
JavaScript,contentful-cli/node_modules/contentful-management/dist/contentful-management.node.js,2825,6039,12641
JavaScript,contentful-cli/node_modules/contentful-management/dist/contentful-management.browser.js,2578,5626,12503
JavaScript,contentful-cli/node_modules/contentful-migration/node_modules/contentful-management/dist/contentful-management.node.js,2793,6012,12457
JavaScript,contentful-cli/node_modules/contentful-migration/node_modules/contentful-management/dist/contentful-management.browser.js,2558,5610,12411
JavaScript,contentful-cli/node_modules/moment/min/locales.js,380,201,11848
JavaScript,contentful-cli/node_modules/prettier/cli.js,87,1441,10744
JavaScript,contentful-cli/node_modules/psl/dist/psl.js,117,241,9287
JavaScript,contentful-cli/node_modules/rx/dist/rx.all.compat.js,1707,1866,9077
JavaScript,contentful-cli/node_modules/rx/dist/rx.all.js,1664,1888,8836
JavaScript,contentful-cli/node_modules/listr/node_modules/rxjs/bundles/rxjs.umd.js,306,358,8769
JavaScript,contentful-cli/node_modules/prettier/third-party.js,2,1268,7708
JavaScript,contentful-cli/node_modules/esprima/dist/esprima.js,62,292,6355
JavaScript,contentful-cli/node_modules/ajv/dist/ajv.bundle.js,520,522,6147
JavaScript,contentful-cli/node_modules/rxjs/dist/bundles/rxjs.umd.js,340,358,6144
JavaScript,contentful-cli/node_modules/contentful/dist/contentful.node.js,1522,2382,6097
JavaScript,contentful-cli/node_modules/lodash/lodash.js,1055,10184,5970
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Def Leppard.js,3,2,5533
JavaScript,contentful-cli/node_modules/rx/dist/rx.lite.compat.js,1067,960,5404
JavaScript,contentful-cli/node_modules/contentful/dist/contentful.browser.js,1256,1953,5132
JavaScript,contentful-cli/node_modules/rx/dist/rx.lite.js,1013,953,5116
JavaScript,contentful-cli/node_modules/bluebird/js/browser/bluebird.js,631,33,5114
JavaScript,contentful-cli/node_modules/rx-lite/rx.lite.js,1009,953,5092
JavaScript,contentful-cli/node_modules/rx/dist/rx.compat.js,975,810,4749
JavaScript,contentful-cli/node_modules/moment/moment.js,757,345,4568
JavaScript,contentful-cli/node_modules/moment/dist/moment.js,755,345,4562
JavaScript,contentful-cli/node_modules/to-ast/node_modules/esprima/esprima.js,906,291,4543
JavaScript,contentful-cli/node_modules/rx/dist/rx.js,923,803,4457
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Georgia11.js,2,2,4070
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Georgi16.js,6,30,3709
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Mnemonic.js,0,0,3703
JavaScript,contentful-cli/node_modules/bluebird/js/browser/bluebird.core.js,425,34,3455
JavaScript,contentful-cli/node_modules/blessed/lib/program.js,503,1086,2706
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Doh.js,1,2,2552
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Banner.js,1,0,2494
JavaScript,contentful-cli/node_modules/bfj/test/unit/walk.js,800,17,2438
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Alpha.js,8,0,2265
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Standard.js,2,15,2220
JavaScript,contentful-cli/node_modules/blessed/lib/tput.js,342,471,2205
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Big.js,1,11,2193
JavaScript,contentful-cli/node_modules/recast/lib/printer.js,0,103,2159
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Caligraphy.js,2,0,2156
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/Caligraphy2.js,7,1,2106
JavaScript,contentful-cli/node_modules/figlet/importable-fonts/NV Script.js,6,0,2102
JavaScript,contentful-cli/node_modules/tweetnacl/nacl-fast.js,300,35,2053
JavaScript,contentful-cli/node_modules/marked/lib/marked.js,565,365,2038
JavaScript,contentful-cli/node_modules/date-fns/fp/index.js,256,0,2034
JavaScript,contentful-cli/node_modules/marked/lib/marked.esm.js,318,417,2027
JavaScript,contentful-cli/node_modules/blessed/lib/widgets/element.js,355,274,1941
JavaScript,contentful-cli/node_modules/date-fns/index.js,240,0,1906
JavaScript,contentful-cli/node_modules/source-map/dist/source-map.debug.js,353,1063,1818
