files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=1.80 s (1083.9 files/s, 107581.0 lines/s)"
1624,JavaScript,8938,33275,78036
198,TypeScript,4929,34001,25679
133,JSON,63,0,9122
1955,SUM,13930,67276,112837
