language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=1.07 s (1513.7 files/s, 157819.4 lines/s)"
JavaScript,strong-soap/node_modules/psl/dist/psl.js,117,241,9287
JavaScript,strong-soap/node_modules/ajv/dist/ajv.bundle.js,520,522,6147
JavaScript,strong-soap/node_modules/lodash/lodash.js,1049,10156,5956
JavaScript,strong-soap/node_modules/xpath/xpath.js,603,204,4040
JavaScript,strong-soap/node_modules/tweetnacl/nacl-fast.js,300,35,2053
JavaScript,strong-soap/node_modules/globalize/dist/globalize/date.js,581,629,1926
JavaScript,strong-soap/node_modules/yamljs/test/lib/jasmine-2.0.0/jasmine.js,449,66,1887
JavaScript,strong-soap/node_modules/yamljs/dist/yaml.debug.js,197,1,1696
JavaScript,strong-soap/node_modules/yamljs/dist/yaml.js,197,0,1696
JavaScript,strong-soap/node_modules/globalize/dist/globalize/message.js,209,286,1581
JavaScript,strong-soap/node_modules/sax/lib/sax.js,129,63,1373
JavaScript,strong-soap/node_modules/yamljs/dist/yaml.legacy.js,259,477,1351
JavaScript,strong-soap/node_modules/request/request.js,198,123,1232
JavaScript,strong-soap/node_modules/node-rsa/src/libs/jsbn.js,129,195,1216
JavaScript,strong-soap/node_modules/lodash/core.js,236,2512,1129
JavaScript,strong-soap/node_modules/@xmldom/xmldom/lib/dom.js,86,291,1098
JavaScript,strong-soap/node_modules/jsbn/index.js,137,167,1053
JavaScript,strong-soap/node_modules/uri-js/dist/es5/uri.all.js,115,276,1052
JavaScript,strong-soap/node_modules/tweetnacl/nacl.js,152,15,1008
JavaScript,strong-soap/node_modules/tough-cookie/lib/cookie.js,207,269,1006
JavaScript,strong-soap/node_modules/globalize/dist/globalize-runtime/date.js,329,342,984
JavaScript,strong-soap/node_modules/globalize/dist/globalize/number.js,342,554,832
JavaScript,strong-soap/node_modules/strong-globalize/lib/helper.js,0,98,828
JavaScript,strong-soap/node_modules/yamljs/test/spec/YamlSpec.js,17,1,746
JavaScript,strong-soap/node_modules/argparse/lib/argument_parser.js,163,264,734
JavaScript,strong-soap/node_modules/dashdash/lib/dashdash.js,94,237,724
JavaScript,strong-soap/node_modules/xml-crypto/lib/signed-xml.js,171,241,634
JavaScript,strong-soap/node_modules/sshpk/lib/formats/x509.js,86,57,609
JavaScript,strong-soap/node_modules/yamljs/lib/Parser.js,43,1,559
JavaScript,strong-soap/node_modules/minimatch/minimatch.js,143,223,557
JavaScript,strong-soap/node_modules/glob/glob.js,140,102,545
JavaScript,strong-soap/node_modules/@xmldom/xmldom/lib/sax.js,26,85,533
JavaScript,strong-soap/node_modules/qs/test/stringify.js,71,0,526
JavaScript,strong-soap/node_modules/qs/dist/qs.js,111,11,516
JavaScript,strong-soap/node_modules/sshpk/lib/formats/pkcs8.js,107,24,500
JavaScript,strong-soap/node_modules/argparse/lib/help/formatter.js,113,190,492
JavaScript,strong-soap/node_modules/qs/test/parse.js,95,0,479
JavaScript,strong-soap/node_modules/jsprim/lib/jsprim.js,118,141,476
JavaScript,strong-soap/node_modules/ajv/lib/dotjs/validate.js,3,4,475
JavaScript,strong-soap/node_modules/selectn/selectn.js,176,434,471
JavaScript,strong-soap/node_modules/globalize/dist/globalize-runtime/number.js,206,300,464
JavaScript,strong-soap/node_modules/yamljs/lib/Inline.js,26,1,458
JavaScript,strong-soap/node_modules/bcrypt-pbkdf/index.js,38,76,442
JavaScript,strong-soap/node_modules/xpath/test.js,246,367,437
JavaScript,strong-soap/node_modules/ecc-jsbn/lib/ec.js,84,41,436
JavaScript,strong-soap/node_modules/strong-globalize/lib/globalize.js,0,103,430
JavaScript,strong-soap/node_modules/uri-js/dist/esnext/uri.js,0,60,420
JavaScript,strong-soap/node_modules/xmlbuilder/lib/XMLNode.js,57,1,409
JavaScript,strong-soap/node_modules/safer-buffer/tests.js,30,4,372
JavaScript,strong-soap/node_modules/sshpk/lib/utils.js,44,3,357
JavaScript,strong-soap/node_modules/httpntlm-maa/httpntlm.js,35,56,356
JavaScript,strong-soap/node_modules/lodash/fp/_baseConvert.js,53,166,350
JavaScript,strong-soap/node_modules/xmlbuilder/lib/XMLDocumentCB.js,63,1,350
JavaScript,strong-soap/node_modules/cldrjs/dist/.build/cldr.js,155,183,348
JavaScript,strong-soap/node_modules/cldrjs/dist/cldr.js,156,183,347
JavaScript,strong-soap/node_modules/sshpk/lib/certificate.js,52,11,347
JavaScript,strong-soap/node_modules/glob/sync.js,90,47,346
JavaScript,strong-soap/node_modules/ajv/lib/ajv.js,80,81,345
JavaScript,strong-soap/node_modules/ajv/lib/dotjs/properties.js,1,2,332
JavaScript,strong-soap/node_modules/lodash/fp/_mapping.js,15,15,328
JavaScript,strong-soap/node_modules/sshpk/lib/dhe.js,59,15,323
JavaScript,strong-soap/node_modules/httpntlm-maa/ntlm.js,76,12,320
JavaScript,strong-soap/node_modules/sshpk/lib/identity.js,31,29,313
JavaScript,strong-soap/node_modules/xmlbuilder/lib/XMLStringWriter.js,35,1,305
JavaScript,strong-soap/node_modules/sshpk/lib/formats/pkcs1.js,63,9,301
