files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.61 s (1501.7 files/s, 288024.3 lines/s)"
832,JSON,38,0,162127
81,JavaScript,2070,3232,7640
913,SUM,2108,3232,169767
