language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=13.62 s (551.0 files/s, 74153.0 lines/s)"
JavaScript,f1/node_modules/next/dist/compiled/webpack/bundle5.js,15516,24647,101893
JavaScript,f1/node_modules/terser/dist/bundle.min.js,1806,1207,25296
JavaScript,f1/node_modules/rollup/dist/shared/rollup.js,1558,1549,20678
JavaScript,f1/node_modules/rollup/dist/es/shared/rollup.js,1555,1548,20644
JavaScript,f1/node_modules/react-dom/umd/react-dom.development.js,4611,3610,18071
JavaScript,f1/node_modules/react-dom/cjs/react-dom.development.js,4610,3610,18042
JavaScript,f1/node_modules/styled-jsx/dist/babel/index.js,3404,1425,17873
JavaScript,f1/node_modules/@babel/parser/lib/index.js,2786,1,13264
JavaScript,f1/node_modules/terser/tools/domprops.js,0,0,7771
JavaScript,f1/node_modules/ajv/dist/ajv.bundle.js,520,522,6147
JavaScript,f1/node_modules/lodash/lodash.js,1055,10184,5970
JavaScript,f1/node_modules/neo-async/async.js,508,4089,4587
JavaScript,f1/node_modules/terser/lib/compress/index.js,227,253,4187
JavaScript,f1/node_modules/webpack/node_modules/acorn/dist/acorn.js,675,785,4159
JavaScript,f1/node_modules/webpack/node_modules/acorn/dist/acorn.mjs,672,785,4131
JavaScript,f1/node_modules/countries-and-timezones/dist/index.js,58,1,4099
JavaScript,f1/node_modules/countries-and-timezones/esm/index.js,55,1,4085
JavaScript,f1/node_modules/webpack/lib/Compilation.js,366,963,3963
JavaScript,f1/node_modules/@babel/types/lib/validators/generated/index.js,902,0,3909
JavaScript,f1/node_modules/rollup/dist/es/shared/watch.js,635,830,3523
JavaScript,f1/node_modules/styled-jsx/dist/webpack/index.js,407,330,3458
JavaScript,f1/node_modules/react-dom/cjs/react-dom-server.node.development.js,725,404,3254
JavaScript,f1/node_modules/react-dom/cjs/react-dom-server.browser.development.js,716,392,3234
JavaScript,f1/node_modules/react-dom/umd/react-dom-server.browser.development.js,715,392,3234
JavaScript,f1/node_modules/webpack/lib/javascript/JavascriptParser.js,244,358,3174
JavaScript,f1/node_modules/rollup/dist/shared/index.js,633,824,3110
JavaScript,f1/node_modules/emojis-list/index.js,0,0,3077
JavaScript,f1/node_modules/terser/lib/parse.js,310,83,2969
JavaScript,f1/node_modules/webpack/lib/FileSystemInfo.js,156,478,2925
JavaScript,f1/node_modules/@babel/core/lib/vendor/import-meta-resolve.js,654,0,2658
JavaScript,f1/node_modules/react/umd/react.development.js,570,461,2326
JavaScript,f1/node_modules/@babel/plugin-proposal-object-rest-spread/lib/index.js,90,1,2233
JavaScript,f1/node_modules/terser/lib/output.js,163,125,2058
JavaScript,f1/node_modules/terser/node_modules/source-map/dist/source-map.js,381,1017,1953
JavaScript,f1/node_modules/workbox-webpack-plugin/node_modules/source-map/dist/source-map.debug.js,353,1063,1818
JavaScript,f1/node_modules/workbox-webpack-plugin/node_modules/source-map/dist/source-map.js,364,1051,1818
JavaScript,f1/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js,72,531,1795
JavaScript,f1/node_modules/electron-to-chromium/full-chromium-versions.js,0,0,1776
JavaScript,f1/node_modules/next/dist/server/lib/squoosh/avif/avif_node_enc.js,1,1,1767
JavaScript,f1/node_modules/source-map/dist/source-map.debug.js,338,998,1755
JavaScript,f1/node_modules/source-map/dist/source-map.js,349,986,1755
JavaScript,f1/node_modules/next-seo/lib/next-seo.modern.js,241,0,1697
JavaScript,f1/node_modules/next/dist/server/lib/squoosh/mozjpeg/mozjpeg_node_enc.js,1,1,1683
JavaScript,f1/node_modules/next-seo/lib/next-seo.umd.js,182,0,1682
JavaScript,f1/node_modules/next-seo/lib/next-seo.js,182,0,1678
JavaScript,f1/node_modules/next-seo/lib/next-seo.module.js,180,0,1649
JavaScript,f1/node_modules/terser/lib/ast.js,194,57,1607
