files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=13.39 s (340.7 files/s, 56328.0 lines/s)"
3915,JavaScript,68641,125397,458100
496,JSON,139,0,55830
151,TypeScript,2767,22235,21167
4562,SUM,71547,147632,535097
